work,metrical_shape,sedes,x,z
Sh.,––,8,11,-1.63679677854233
Sh.,––,11,117,+1.03500067054713
Sh.,–––,1,69,+0.767433753148839
Sh.,–––,2,1,-1.85810540944941
Sh.,–––,3,27,-0.854222788455965
Sh.,–––,4,1,-1.85810540944941
Sh.,–––,5,1,-1.85810540944941
Sh.,–––,6,2,-1.8194945394112
Sh.,–––,7,6,-1.66505105925837
Sh.,–––,8,1,-1.85810540944941
Sh.,–––,9,1,-1.85810540944941
Sh.,–––,10,4,-1.74227279933479
Sh.,––––,1,1,-2.25990922893978
Sh.,––––,2,3,-2.07758109581937
Sh.,––––,6,3,-2.07758109581937
Sh.,––––,9,31,+0.475012767866322
Sh.,–––––,8,7,
Sh.,––––⏑,6,1,
Sh.,––––⏑⏑,6,1,
Sh.,–––⏑,1,6,-1.42693881392222
Sh.,–––⏑,3,22,+0.63650623478163
Sh.,–––⏑,7,3,-1.81383476055419
Sh.,–––⏑⏑,1,2,
Sh.,––⏑,2,4,-4.24756777622273
Sh.,––⏑,4,57,+0.656426421643956
Sh.,––⏑,8,45,-0.453911887306991
Sh.,––⏑⏑,6,17,+0.804399666539844
Sh.,––⏑⏑,8,11,-1.24316312101612
Sh.,––⏑⏑–,2,1,-1.41421356237309
Sh.,––⏑⏑–,4,1,-1.41421356237309
Sh.,––⏑⏑–,6,4,+0.707106781186547
Sh.,––⏑⏑–⏑,6,2,
Sh.,–⏑,1,107,+1.04162027753792
Sh.,–⏑,3,22,-1.72083098289628
Sh.,–⏑,5,48,-0.875845891469351
Sh.,–⏑,7,1,-2.4033189413565
Sh.,–⏑,9,60,-0.485852772349228
Sh.,–⏑⏑,1,87,+0.862396693251681
Sh.,–⏑⏑,3,6,-2.80713175138727
Sh.,–⏑⏑,7,34,-1.5386527828701
Sh.,–⏑⏑,9,66,-0.0889625331361966
Sh.,–⏑⏑–,1,61,+0.283835321577871
Sh.,–⏑⏑–,3,64,+0.447232412107835
Sh.,–⏑⏑–,5,5,-2.76624370164812
Sh.,–⏑⏑–,7,8,-2.60284661111815
Sh.,–⏑⏑–,9,4,-2.82070939849144
Sh.,–⏑⏑––,1,1,-7.41619848709566
Sh.,–⏑⏑––,9,55,+0.134839972492649
Sh.,–⏑⏑–––,1,2,
Sh.,–⏑⏑–⏑,1,1,-2.31989097813191
Sh.,–⏑⏑–⏑,3,17,+0.484006031408816
Sh.,–⏑⏑–⏑,7,3,-1.96940385193932
Sh.,–⏑⏑–⏑⏑,1,1,
Sh.,–⏑⏑–⏑⏑,5,1,
Sh.,–⏑⏑–⏑⏑–,1,2,
Sh.,–⏑⏑–⏑⏑–,3,2,
Sh.,–⏑⏑–⏑⏑––,7,1,
Sh.,–⏑⏑–⏑⏑–⏑,1,1,
Sh.,⏑,2,7,-0.161164592805076
Sh.,⏑,2.5,10,+0.80582296402538
Sh.,⏑,4,2,-1.77281052085584
Sh.,⏑,6,7,-0.161164592805076
Sh.,⏑,6.5,11,+1.12815214963553
Sh.,⏑,8,2,-1.77281052085584
Sh.,⏑,8.5,1,-2.09513970646599
Sh.,⏑,10,4,-1.12815214963553
Sh.,⏑,10.5,4,-1.12815214963553
Sh.,⏑–,2.5,45,-0.905250314811361
Sh.,⏑–,4.5,19,-1.72043164364023
Sh.,⏑–,6.5,99,+0.787818598910139
Sh.,⏑–,8.5,1,-2.28478794821406
Sh.,⏑–,10.5,1,-2.28478794821406
Sh.,⏑––,2.5,2,-3.87911096585302
Sh.,⏑––,6.5,11,-3.6669306193261
Sh.,⏑––,10.5,178,+0.270193588451085
Sh.,⏑–––,2.5,18,+0.595558659791738
Sh.,⏑–––,4.5,2,-3.73577704778454
Sh.,⏑–––,6.5,15,-0.216566785378814
Sh.,⏑–––⏑,2.5,7,-1.30930734141595
Sh.,⏑–––⏑,6.5,12,+0.763762615825974
Sh.,⏑–––⏑⏑,6.5,2,
Sh.,⏑–⏑,2.5,6,-1.70649515481065
Sh.,⏑–⏑,4.5,23,+0.548200516053163
Sh.,⏑–⏑,8.5,1,-2.36964094035883
Sh.,⏑–⏑⏑,2.5,2,-4.4825225792174
Sh.,⏑–⏑⏑,6.5,61,+0.221759038104696
Sh.,⏑–⏑⏑,8.5,1,-4.56225616595167
Sh.,⏑–⏑⏑–,2.5,21,-1.04653623694457
Sh.,⏑–⏑⏑–,6.5,23,+0.955533085905908
Sh.,⏑–⏑⏑–⏑,2.5,3,-1.82574185835055
Sh.,⏑–⏑⏑–⏑,6.5,10,+0.547722557505166
Sh.,⏑–⏑⏑–⏑⏑,6.5,1,
Sh.,⏑⏑,2,10,-1.54780436912432
Sh.,⏑⏑,4,30,-0.614485259168009
Sh.,⏑⏑,6,29,-0.661151214665825
Sh.,⏑⏑,8,67,+1.11215509425116
Sh.,⏑⏑,10,19,-1.12781076964398
Sh.,⏑⏑–,2,18,-1.4653743658037
Sh.,⏑⏑–,4,43,-0.177447677109041
Sh.,⏑⏑–,6,65,+0.955927808942255
Sh.,⏑⏑–,8,17,-1.51689143335148
Sh.,⏑⏑–,10,1,-2.34116451411606
Sh.,⏑⏑––,6,3,-5.03322295684717
Sh.,⏑⏑––,10,76,+0.198679853559757
Sh.,⏑⏑–––,2,4,+0.5
Sh.,⏑⏑–––,6,1,-2
Sh.,⏑⏑––––,8,1,
Sh.,⏑⏑–––⏑,6,1,
Sh.,⏑⏑–⏑,2,3,-3.38140020803654
Sh.,⏑⏑–⏑,4,60,+0.735605312781073
Sh.,⏑⏑–⏑,6,1,-3.52585654210032
Sh.,⏑⏑–⏑,8,39,-0.781186194888575
Sh.,⏑⏑–⏑⏑,6,31,+0.595683397181271
Sh.,⏑⏑–⏑⏑,8,11,-1.67874411932904
Sh.,⏑⏑–⏑⏑–,2,1,
Sh.,⏑⏑–⏑⏑–,6,1,
Sh.,⏑⏑–⏑⏑––,8,2,
Sh.,⏑⏑–⏑⏑–⏑,6,2,
Theoc.,,1,2,-1.55852257864068
Theoc.,,2,38,-0.568751146696857
Theoc.,,2.5,18,-1.11862416444343
Theoc.,,3,112,+1.46577901896546
Theoc.,,4,58,-0.0188781289502856
Theoc.,,4.5,4,-1.50353527686603
Theoc.,,5,13,-1.25609241888007
Theoc.,,6,7,-1.42105432420404
Theoc.,,6.5,8,-1.39356067331671
Theoc.,,7,43,-0.431282892260214
Theoc.,,8,67,+0.228564729035671
Theoc.,,8.5,2,-1.55852257864068
Theoc.,,9,7,-1.42105432420404
Theoc.,,10,26,-0.898674957344799
Theoc.,,10.5,18,-1.11862416444343
Theoc.,,11,10,-1.33857337154206
Theoc.,,12,1,-1.58601622952801
Theoc.,–,1,299,+1.17650034893264
Theoc.,–,2,20,-1.52303968230042
Theoc.,–,3,175,-0.0232952205042789
Theoc.,–,4,47,-1.26179387282626
Theoc.,–,5,18,-1.54239122374295
Theoc.,–,6,59,-1.14568462417107
Theoc.,–,7,28,-1.4456335165303
Theoc.,–,8,16,-1.56174276518548
Theoc.,–,9,146,-0.303892571420977
Theoc.,–,11,6,-1.65850047239814
Theoc.,–,12,30,-1.42628197508777
Theoc.,––,1,450,-0.207980526797064
Theoc.,––,2,68,-1.6451763327792
Theoc.,––,3,18,-1.83329096707006
Theoc.,––,4,174,-1.24637330808259
Theoc.,––,5,2,-1.89348765004313
Theoc.,––,6,158,-1.30656999105566
Theoc.,––,7,11,-1.85962701587078
Theoc.,––,8,29,-1.79190574752607
Theoc.,––,9,2,-1.89348765004313
Theoc.,––,10,1,-1.89724994272895
Theoc.,––,11,764,+0.973379376549512
Theoc.,–––,1,450,+0.634822249109187
Theoc.,–––,2,1,-2.36831854981851
Theoc.,–––,3,155,-1.33828807535333
Theoc.,–––,4,1,-2.36831854981851
Theoc.,–––,6,6,-2.33487600194627
Theoc.,–––,7,13,-2.28805643492512
Theoc.,–––,10,13,-2.28805643492512
Theoc.,––––,1,1,-2.82721886803595
Theoc.,––––,2,2,-2.78562837559708
Theoc.,––––,6,7,-2.5776759134027
Theoc.,––––,7,1,-2.82721886803595
Theoc.,––––,9,78,+0.375249049757499
Theoc.,–––––,1,7,+0.377964473009227
Theoc.,–––––,8,1,-2.64575131106459
Theoc.,––––⏑,2,3,-1.15470053837925
Theoc.,––––⏑,6,4,+0.866025403784438
Theoc.,–––⏑,1,51,-1.44445765630975
Theoc.,–––⏑,3,149,+0.620616327854784
Theoc.,–––⏑,7,8,-2.35056154732072
Theoc.,–––⏑⏑,1,7,+0.904638937651734
Theoc.,–––⏑⏑,3,3,-0.775404803701486
Theoc.,–––⏑⏑,5,2,-1.19541573903979
Theoc.,–––⏑⏑,7,1,-1.6154266743781
Theoc.,–––⏑⏑–,1,9,
Theoc.,–––⏑⏑–⏑,1,1,
Theoc.,––⏑,2,10,-2.61758438838939
Theoc.,––⏑,4,372,+0.638654610225591
Theoc.,––⏑,6,3,-2.68055033587642
Theoc.,––⏑,8,144,-1.41223625078053
Theoc.,––⏑⏑,2,2,-2.56508911903289
Theoc.,––⏑⏑,4,3,-2.5466421948028
Theoc.,––⏑⏑,6,172,+0.570888000081213
Theoc.,––⏑⏑,8,52,-1.64274290752874
Theoc.,––⏑⏑–,2,8,+0.939336436627724
Theoc.,––⏑⏑–,4,5,-0.563601861976635
Theoc.,––⏑⏑–,6,3,-1.56556072771287
Theoc.,––⏑⏑––,8,7,
Theoc.,––⏑⏑–⏑,6,3,
Theoc.,––⏑⏑–⏑⏑,6,1,
Theoc.,–⏑,1,423,-0.213547557996756
Theoc.,–⏑,3,148,-1.80194198166404
Theoc.,–⏑,5,274,-1.0741685366383
Theoc.,–⏑,9,637,+1.02251210260251
Theoc.,–⏑⏑,1,410,+0.338511742701103
Theoc.,–⏑⏑,3,58,-2.73894075658369
Theoc.,–⏑⏑,5,1,-3.23727823516106
Theoc.,–⏑⏑,7,211,-1.40129805092865
Theoc.,–⏑⏑,9,452,+0.705707779547584
Theoc.,–⏑⏑–,1,319,+0.74574313628588
Theoc.,–⏑⏑–,3,182,-0.790191264425652
Theoc.,–⏑⏑–,7,23,-2.57277206525144
Theoc.,–⏑⏑–,9,13,-2.68488406530338
Theoc.,–⏑⏑––,1,2,-11.13552872566
Theoc.,–⏑⏑––,9,248,+0.089802651013387
Theoc.,–⏑⏑–––,1,11,
Theoc.,–⏑⏑–––⏑,1,9,
Theoc.,–⏑⏑–⏑,1,35,-1.29676333575685
Theoc.,–⏑⏑–⏑,3,111,+0.679165840547686
Theoc.,–⏑⏑–⏑,7,17,-1.76474656172372
Theoc.,–⏑⏑–⏑⏑,1,6,+0.894427190999916
Theoc.,–⏑⏑–⏑⏑,5,2,-1.78885438199983
Theoc.,–⏑⏑–⏑⏑,7,4,-0.447213595499958
Theoc.,–⏑⏑–⏑⏑–,1,5,+0.447213595499958
Theoc.,–⏑⏑–⏑⏑–,3,1,-2.23606797749979
Theoc.,–⏑⏑–⏑⏑–⏑,1,7,
Theoc.,⏑,2,13,-1.18063444651212
Theoc.,⏑,2.5,39,-0.599013185767732
Theoc.,⏑,4,27,-0.867453767649758
Theoc.,⏑,4.5,15,-1.13589434953178
Theoc.,⏑,6,59,-0.151612215964355
Theoc.,⏑,6.5,124,+1.30244093589662
Theoc.,⏑,8,9,-1.2701146404728
Theoc.,⏑,8.5,12,-1.20300449500229
Theoc.,⏑,10,29,-0.82271367066942
Theoc.,⏑,10.5,28,-0.845083719159589
Theoc.,⏑–,2.5,203,-1.11395115996053
Theoc.,⏑–,4.5,102,-1.63195412697473
Theoc.,⏑–,6.5,564,+0.737524791446656
Theoc.,⏑–,8.5,4,-2.13457086724593
Theoc.,⏑–,10.5,7,-2.11918464050294
Theoc.,⏑––,2.5,5,-5.31909121848668
Theoc.,⏑––,6.5,35,-5.16454974253916
Theoc.,⏑––,10.5,1075,+0.192888090308189
Theoc.,⏑–––,2.5,61,-1.18736517785127
Theoc.,⏑–––,6.5,86,+0.842200881964271
Theoc.,⏑–––⏑,2.5,35,-1.58564993434418
Theoc.,⏑–––⏑,6.5,88,+0.630656223886891
Theoc.,⏑–––⏑⏑,6.5,9,
Theoc.,⏑–⏑,2.5,21,-2.2794823906652
Theoc.,⏑–⏑,4.5,185,+0.421924876341636
Theoc.,⏑–⏑,6.5,8,-2.49361833256208
Theoc.,⏑–⏑,8.5,4,-2.5595063146842
Theoc.,⏑–⏑⏑,2.5,9,-6.69018816343217
Theoc.,⏑–⏑⏑,6.5,495,+0.149068859458905
Theoc.,⏑–⏑⏑,8.5,2,-6.78869598063431
Theoc.,⏑–⏑⏑–,2.5,42,-1.36005999206409
Theoc.,⏑–⏑⏑–,4.5,1,-3.23128347107844
Theoc.,⏑–⏑⏑–,6.5,87,+0.693721875146784
Theoc.,⏑–⏑⏑–⏑,2.5,21,-1.4309504001254
Theoc.,⏑–⏑⏑–⏑,6.5,43,+0.698836241921708
Theoc.,⏑–⏑⏑–⏑⏑,6.5,6,
Theoc.,⏑–⏑⏑–⏑⏑––,6.5,1,
Theoc.,⏑⏑,2,81,-1.18658199610769
Theoc.,⏑⏑,4,124,-0.904451307844658
Theoc.,⏑⏑,6,121,-0.924134844235103
Theoc.,⏑⏑,8,419,+1.0310964372157
Theoc.,⏑⏑,10,122,-0.917573665438288
Theoc.,⏑⏑–,2,58,-1.78448491781101
Theoc.,⏑⏑–,4,199,+0.599297777036824
Theoc.,⏑⏑–,6,189,+0.430235174565346
Theoc.,⏑⏑–,8,44,-2.02117256127108
Theoc.,⏑⏑–,10,3,-2.71432923140414
Theoc.,⏑⏑––,2,3,-4.83089472679121
Theoc.,⏑⏑––,4,2,-4.84914937379155
Theoc.,⏑⏑––,6,5,-4.79438543279053
Theoc.,⏑⏑––,8,2,-4.84914937379155
Theoc.,⏑⏑––,10,279,+0.207387845302841
Theoc.,⏑⏑–––,2,9,+0.471404520791032
Theoc.,⏑⏑–––,6,2,-2.12132034355964
Theoc.,⏑⏑––––,8,5,
Theoc.,⏑⏑–––⏑,2,1,
Theoc.,⏑⏑–––⏑,6,1,
Theoc.,⏑⏑–––⏑⏑,6,1,
Theoc.,⏑⏑–⏑,2,11,-2.61716863964611
Theoc.,⏑⏑–⏑,4,318,+0.658310472625936
Theoc.,⏑⏑–⏑,6,2,-2.71319245726972
Theoc.,⏑⏑–⏑,8,131,-1.3368510713313
Theoc.,⏑⏑–⏑⏑,2,1,-3.12279552505381
Theoc.,⏑⏑–⏑⏑,4,1,-3.12279552505381
Theoc.,⏑⏑–⏑⏑,6,190,+0.673546966324657
Theoc.,⏑⏑–⏑⏑,8,86,-1.41544572734392
Theoc.,⏑⏑–⏑⏑–,2,7,+0.654653670707977
Theoc.,⏑⏑–⏑⏑–,6,3,-1.52752523165195
Theoc.,⏑⏑–⏑⏑––,8,1,
Theoc.,⏑⏑–⏑⏑–⏑,2,1,
Theoc.,⏑⏑–⏑⏑–⏑,6,1,
Theoc.,⏑⏑–⏑⏑–⏑⏑,6,1,
Theog.,,2,33,-0.519540148755057
Theog.,,2.5,12,-1.15119159276779
Theog.,,3,96,+1.37541418328313
Theog.,,4,49,-0.0382819056977411
Theog.,,4.5,3,-1.42189935448753
Theog.,,5,3,-1.42189935448753
Theog.,,6,7,-1.3015847937232
Theog.,,6.5,7,-1.3015847937232
Theog.,,7,22,-0.850405190856963
Theog.,,8,39,-0.339068307608564
Theog.,,9,13,-1.1211129525767
Theog.,,10,18,-0.970719751621292
Theog.,,10.5,2,-1.45197799467861
Theog.,,11,4,-1.39182071429644
Theog.,–,1,110,+1.11422473126047
Theog.,–,2,8,-1.31060080586176
Theog.,–,3,51,-0.288370432369055
Theog.,–,4,11,-1.23928240771111
Theog.,–,5,6,-1.35814640462886
Theog.,–,6,25,-0.906463216341388
Theog.,–,7,3,-1.42946480277952
Theog.,–,8,7,-1.33437360524531
Theog.,–,9,26,-0.882690416957836
Theog.,–,12,14,-1.16796400956045
Theog.,––,1,171,+0.256851984420643
Theog.,––,2,25,-1.71426838835177
Theog.,––,3,7,-1.95728322883056
Theog.,––,4,55,-1.30924365422045
Theog.,––,6,61,-1.22823870739419
Theog.,––,7,5,-1.98428487777264
Theog.,––,8,18,-1.80877415964907
Theog.,––,11,220,+0.918392383501794
Theog.,–––,1,179,+0.65992924872626
Theog.,–––,3,53,-1.27642492344896
Theog.,–––,5,1,-2.07555521672762
Theog.,–––,6,1,-2.07555521672762
Theog.,–––,7,5,-2.01408365570618
Theog.,–––,9,1,-2.07555521672762
Theog.,–––,10,19,-1.79893319213116
Theog.,––––,1,2,-2.36290121334792
Theog.,––––,2,3,-2.2853442807435
Theog.,––––,6,2,-2.36290121334792
Theog.,––––,9,38,+0.42914836041111
Theog.,–––––,1,2,-1.87082869338697
Theog.,–––––,8,7,+0.534522483824849
Theog.,–––⏑,1,27,-1.24700286717911
Theog.,–––⏑,3,67,+0.674449021548234
Theog.,–––⏑,7,5,-2.30380140597915
Theog.,–––⏑⏑,1,1,
Theog.,–––⏑⏑–⏑,1,1,
Theog.,––⏑,2,4,-3.09335525835479
Theog.,––⏑,4,164,+0.701307841465231
Theog.,––⏑,8,81,-1.2671736415664
Theog.,––⏑⏑,6,42,+0.859124692984225
Theog.,––⏑⏑,8,31,-1.16397539049476
Theog.,––⏑⏑–,2,3,+0.408248290463863
Theog.,––⏑⏑–,4,3,+0.408248290463863
Theog.,––⏑⏑–,6,1,-2.44948974278318
Theog.,––⏑⏑––,8,10,
Theog.,––⏑⏑–⏑,2,1,-2
Theog.,––⏑⏑–⏑,6,4,+0.5
Theog.,–⏑,1,167,+0.83538657374652
Theog.,–⏑,3,33,-2.4673389496877
Theog.,–⏑,5,89,-1.08709544735698
Theog.,–⏑,9,144,+0.268500849574975
Theog.,–⏑⏑,1,177,+0.877118812089244
Theog.,–⏑⏑,3,29,-1.88747216781976
Theog.,–⏑⏑,7,41,-1.66331614242174
Theog.,–⏑⏑,9,115,-0.281020652467233
Theog.,–⏑⏑–,1,165,+0.770227519580023
Theog.,–⏑⏑–,3,88,-0.704124894261182
Theog.,–⏑⏑–,5,5,-2.29336191177833
Theog.,–⏑⏑–,7,14,-2.12103500626442
Theog.,–⏑⏑–,9,11,-2.17847730810239
Theog.,–⏑⏑––,1,3,-8.67947771086103
Theog.,–⏑⏑––,9,226,+0.115214305896385
Theog.,–⏑⏑–––,1,4,+0.707106781186547
Theog.,–⏑⏑–––,3,2,-1.4142135623731
Theog.,–⏑⏑–––⏑,1,3,
Theog.,–⏑⏑–⏑,1,24,-1.49500959679272
Theog.,–⏑⏑–⏑,3,81,+0.602778320463331
Theog.,–⏑⏑–⏑,7,6,-2.1574689390841
Theog.,–⏑⏑–⏑⏑,1,1,
Theog.,–⏑⏑–⏑⏑,5,1,
Theog.,–⏑⏑–⏑⏑–,1,4,+0.5
Theog.,–⏑⏑–⏑⏑–,3,1,-2
Theog.,–⏑⏑–⏑⏑–⏑,1,1,
Theog.,⏑,2,7,-1.42590506471583
Theog.,⏑,2.5,31,+1.08741128080702
Theog.,⏑,4,16,-0.483411435144757
Theog.,⏑,6,9,-1.21646203592225
Theog.,⏑,6.5,25,+0.459082194426312
Theog.,⏑,8,2,-1.94951263669975
Theog.,⏑,10,8,-1.32118355031904
Theog.,⏑,10.5,1,-2.05423415109654
Theog.,⏑–,2.5,54,-1.63628392937403
Theog.,⏑–,4.5,29,-1.91101313874553
Theog.,⏑–,6.5,255,+0.572538913972783
Theog.,⏑–,8.5,1,-2.2187098532416
Theog.,⏑––,2.5,5,-3.11331471675543
Theog.,⏑––,4.5,1,-3.1531550295039
Theog.,⏑––,6.5,38,-2.78463213658062
Theog.,⏑––,10.5,353,+0.35279249236075
Theog.,⏑–––,2.5,16,-1.1842448258494
Theog.,⏑–––,4.5,6,-1.88339027253615
Theog.,⏑–––,6.5,43,+0.70344788020482
Theog.,⏑–––⏑,2.5,20,+0.894427190999916
Theog.,⏑–––⏑,6.5,16,-1.11803398874989
Theog.,⏑–––⏑⏑,6.5,3,
Theog.,⏑–⏑,2.5,6,-2.75883078468549
Theog.,⏑–⏑,4.5,72,+0.353367859528189
Theog.,⏑–⏑,6.5,1,-2.99460340924713
Theog.,⏑–⏑,8.5,2,-2.9474488843348
Theog.,⏑–⏑⏑,2.5,5,-6.27694193059009
Theog.,⏑–⏑⏑,6.5,197,+0.159313246969292
Theog.,⏑–⏑⏑–,2.5,26,-0.986194220018812
Theog.,⏑–⏑⏑–,4.5,3,-2.62687899835029
Theog.,⏑–⏑⏑–,6.5,50,+0.725824679109686
Theog.,⏑–⏑⏑–,8.5,1,-2.76954723994433
Theog.,⏑–⏑⏑–⏑,2.5,11,-1.67874411932904
Theog.,⏑–⏑⏑–⏑,6.5,31,+0.595683397181271
Theog.,⏑–⏑⏑–⏑⏑,6.5,3,
Theog.,⏑⏑,2,25,-1.25104004866092
Theog.,⏑⏑,4,35,-1.09750382482633
Theog.,⏑⏑,6,27,-1.220332803894
Theog.,⏑⏑,8,161,+0.83705259548942
Theog.,⏑⏑,10,26,-1.23568642627746
Theog.,⏑⏑–,2,24,-1.61574085698303
Theog.,⏑⏑–,4,68,-0.403106130714499
Theog.,⏑⏑–,6,117,+0.947327996266359
Theog.,⏑⏑–,8,32,-1.39526181584329
Theog.,⏑⏑––,2,2,-3.3880980801275
Theog.,⏑⏑––,4,1,-3.41415276214152
Theog.,⏑⏑––,6,11,-3.15360594200128
Theog.,⏑⏑––,10,144,+0.311666765863963
Theog.,⏑⏑–––,2,1,-1.4142135623731
Theog.,⏑⏑–––,6,2,+0.707106781186547
Theog.,⏑⏑––––,8,1,
Theog.,⏑⏑–⏑,2,1,-2.88347879598675
Theog.,⏑⏑–⏑,4,143,+0.636382714953923
Theog.,⏑⏑–⏑,6,1,-2.88347879598675
Theog.,⏑⏑–⏑,8,57,-1.49536439730592
Theog.,⏑⏑–⏑⏑,2,1,-5.26392888330288
Theog.,⏑⏑–⏑⏑,6,57,+0.775645150023106
Theog.,⏑⏑–⏑⏑,8,41,-0.949947430927175
Theog.,⏑⏑–⏑⏑–,2,5,+1.01192885125388
Theog.,⏑⏑–⏑⏑–,4,2,-1.07517440445725
Theog.,⏑⏑–⏑⏑–,6,3,-0.379473319220206
Theog.,⏑⏑–⏑⏑–,8,1,-1.77087548969429
Theog.,⏑⏑–⏑⏑––,8,10,
W.D.,,2,17,-0.684837391666935
W.D.,,2.5,13,-0.837231667605587
W.D.,,3,73,+1.4486824714742
W.D.,,4,35,+0.000936850056999934
W.D.,,4.5,5,-1.14202021948289
W.D.,,5,7,-1.06582308151357
W.D.,,6,11,-0.913428805574914
W.D.,,6.5,11,-0.913428805574914
W.D.,,7,14,-0.799133098620924
W.D.,,8,26,-0.341950270804968
W.D.,,9,8,-1.0277245125289
W.D.,,10,15,-0.761034529636261
W.D.,,10.5,3,-1.21821735745222
W.D.,,11,6,-1.10392165049823
W.D.,–,1,91,+1.22136811142297
W.D.,–,2,5,-1.32194255950295
W.D.,–,3,36,-0.405167782773842
W.D.,–,4,15,-1.02620876055808
W.D.,–,5,7,-1.26279579971398
W.D.,–,6,21,-0.848768481191154
W.D.,–,7,3,-1.38108931929193
W.D.,–,8,14,-1.05578214045257
W.D.,–,9,34,-0.464314542562817
W.D.,–,11,1,-1.4402360790809
W.D.,–,12,10,-1.17407566003052
W.D.,––,1,121,-0.358445074802301
W.D.,––,2,18,-1.57099037161457
W.D.,––,3,13,-1.62985179378992
W.D.,––,4,71,-0.947059296555828
W.D.,––,5,1,-1.77111920701077
W.D.,––,6,90,-0.723385892289487
W.D.,––,7,11,-1.65339636266006
W.D.,––,8,17,-1.58276265604964
W.D.,––,9,1,-1.77111920701077
W.D.,––,11,246,+1.11309047958152
W.D.,–––,1,146,+0.780592320697193
W.D.,–––,2,2,-2.17991500930487
W.D.,–––,3,75,-0.679102265623269
W.D.,–––,5,7,-2.07711961590202
W.D.,–––,6,3,-2.1593559306243
W.D.,–––,7,5,-2.11823777326316
W.D.,–––,10,14,-1.93320606513803
W.D.,––––,1,6,-1.7318810402754
W.D.,––––,2,1,-2.24630115124829
W.D.,––––,6,1,-2.24630115124829
W.D.,––––,9,28,+0.53156744800532
W.D.,–––––,1,1,
W.D.,–––––,8,1,
W.D.,–––––⏑,1,2,
W.D.,––––⏑,6,2,
W.D.,–––⏑,1,17,-0.878952147993739
W.D.,–––⏑,3,34,+0.784533460220974
W.D.,–––⏑,7,6,-1.95532518860326
W.D.,–––⏑⏑–,1,1,
W.D.,––⏑,2,4,-5.78056833138177
W.D.,––⏑,4,106,+0.632547358608684
W.D.,––⏑,8,88,-0.499178939624925
W.D.,––⏑⏑,6,49,+0.857142857142858
W.D.,––⏑⏑,8,36,-1.16666666666667
W.D.,––⏑⏑–,2,1,-1.72532437125501
W.D.,––⏑⏑–,4,2,-1.24007689183954
W.D.,––⏑⏑–,6,6,+0.70091302582235
W.D.,––⏑⏑––,8,3,
W.D.,––⏑⏑–⏑,6,2,
W.D.,–⏑,1,150,+0.87519991072346
W.D.,–⏑,3,33,-2.26555701790912
W.D.,–⏑,5,78,-1.05757358381967
W.D.,–⏑,7,1,-3.12456745992829
W.D.,–⏑,9,126,+0.230942079209084
W.D.,–⏑⏑,1,170,+0.824104753227427
W.D.,–⏑⏑,3,11,-2.63360674576329
W.D.,–⏑⏑,7,50,-1.78548883091651
W.D.,–⏑⏑,9,124,-0.176239454027749
W.D.,–⏑⏑–,1,92,+0.430076215635914
W.D.,–⏑⏑–,3,85,+0.113265251280423
W.D.,–⏑⏑–,5,4,-3.55269019340455
W.D.,–⏑⏑–,7,4,-3.55269019340455
W.D.,–⏑⏑–,9,6,-3.46217277501727
W.D.,–⏑⏑––,1,5,-4.58257569495584
W.D.,–⏑⏑––,9,105,+0.218217890235992
W.D.,–⏑⏑–––,1,8,
W.D.,–⏑⏑–––⏑,1,2,
W.D.,–⏑⏑–⏑,1,10,-1.35643412839275
W.D.,–⏑⏑–⏑,3,34,+0.660211301430098
W.D.,–⏑⏑–⏑,7,5,-1.77656859293917
W.D.,–⏑⏑–⏑⏑,1,3,
W.D.,–⏑⏑–⏑⏑–,1,5,+0.447213595499958
W.D.,–⏑⏑–⏑⏑–,3,1,-2.23606797749979
W.D.,–⏑⏑–⏑⏑–⏑,1,1,
W.D.,⏑,2,2,-2.08596358311786
W.D.,⏑,2.5,10,+0.354220231095486
W.D.,⏑,4,7,-0.560848699234519
W.D.,⏑,4.5,2,-2.08596358311786
W.D.,⏑,6,11,+0.659243207872155
W.D.,⏑,6.5,13,+1.26928916142549
W.D.,⏑,8,6,-0.865871676011188
W.D.,⏑,10,4,-1.47591762956453
W.D.,⏑,10.5,7,-0.560848699234519
W.D.,⏑–,2.5,47,-1.36663974654075
W.D.,⏑–,4.5,41,-1.45781585866333
W.D.,⏑–,6.5,183,+0.700018794904547
W.D.,⏑–,8.5,2,-2.05046058746015
W.D.,⏑––,2.5,3,-4.38616019927487
W.D.,⏑––,6.5,15,-4.21338125569597
W.D.,⏑––,10.5,324,+0.235676541460692
W.D.,⏑–––,2.5,35,+0.624514193106246
W.D.,⏑–––,4.5,1,-2.62686282475315
W.D.,⏑–––,6.5,13,-1.47931799492042
W.D.,⏑–––⏑,2.5,8,-1.6583123951777
W.D.,⏑–––⏑,6.5,22,+0.603022689155527
W.D.,⏑–––⏑⏑,6.5,4,
W.D.,⏑–⏑,2.5,13,-1.16076200017602
W.D.,⏑–⏑,4.5,39,+0.725476250110012
W.D.,⏑–⏑,6.5,1,-2.03133350030803
W.D.,⏑–⏑,8.5,7,-1.59604775024203
W.D.,⏑–⏑⏑,2.5,4,-4.76863878467208
W.D.,⏑–⏑⏑,6.5,115,+0.208501836847439
W.D.,⏑–⏑⏑,8.5,1,-4.9031560987672
W.D.,⏑–⏑⏑–,2.5,25,+0.517444179310025
W.D.,⏑–⏑⏑–,4.5,3,-3.79459064827352
